codigoNacional;idEquipo;idPista;momento;ts;td;tMin12Horas;tMax12Horas;tMin24Horas;tMax24Horas;horaTMin12Horas;horaTMax12Horas;horaTMin24Horas;horaTMax24Horas;ts02;ts10;ts30;momentoRegistro;tsMed15m;tsMax15m;tsMin15m;tsSupMax15m;tsSupMed15m;tsSupMin15m;tMin1M;tMax1M
330075;0;;2023-03-08 16:40:00;28.8;9.1;;;;;;;;;;;;2023-03-13 15:25:02;;29.1;28.0;;;;;
330075;0;;2023-03-08 17:00:00;29.0;10.0;;;;;;;;;;;;2023-03-13 15:25:02;;29.3;28.4;;;;;
330075;0;;2023-03-08 17:20:00;29.5;5.4;;;;;;;;;;;;2023-03-13 15:25:02;;29.8;28.9;;;;;
330075;0;;2023-03-08 17:40:00;30.0;5.5;;;;;;;;;;;;2023-03-13 15:25:02;;30.3;29.4;;;;;
330075;0;;2023-03-08 18:00:00;29.9;5.7;;;;;;;;;;;;2023-03-13 15:25:02;;30.4;29.1;;;;;
330075;0;;2023-03-08 18:20:00;30.3;7.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.4;29.6;;;;;
330075;0;;2023-03-08 18:40:00;29.6;7.4;;;;;;;;;;;;2023-03-13 15:25:02;;30.6;29.6;;;;;
330075;0;;2023-03-08 19:00:00;30.2;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.6;29.5;;;;;
330075;0;;2023-03-08 19:20:00;30.1;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.6;29.5;;;;;
330075;0;;2023-03-08 19:40:00;30.3;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;30.6;29.9;;;;;
330075;0;;2023-03-08 20:00:00;30.0;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.9;29.1;;;;;
330075;0;;2023-03-08 20:20:00;29.7;7.8;;;;;;;;;;;;2023-03-13 15:25:02;;30.4;29.4;;;;;
330075;0;;2023-03-08 20:40:00;28.9;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;29.9;28.8;;;;;
330075;0;;2023-03-08 21:00:00;28.5;8.3;;;;;;;;;;;;2023-03-13 15:25:02;;28.9;28.4;;;;;
330075;0;;2023-03-08 21:20:00;28.1;9.0;;;;;;;;;;;;2023-03-13 15:25:02;;28.7;28.0;;;;;
330075;0;;2023-03-08 21:40:00;27.5;9.5;;;;;;;;;;;;2023-03-13 15:25:02;;28.2;27.2;;;;;
330075;0;;2023-03-08 22:00:00;27.0;10.1;;;;;;;;;;;;2023-03-13 15:25:02;;27.7;26.7;;;;;
330075;0;;2023-03-08 22:20:00;26.1;10.0;;;;;;;;;;;;2023-03-13 15:25:02;;27.0;26.1;;;;;
330075;0;;2023-03-08 22:40:00;25.0;9.7;;;;;;;;;;;;2023-03-13 15:25:02;;26.4;25.0;;;;;
330075;0;;2023-03-08 23:00:00;24.1;9.8;;;;;;;;;;;;2023-03-13 15:25:02;;25.2;24.1;;;;;
330075;0;;2023-03-08 23:20:00;23.3;9.8;;;;;;;;;;;;2023-03-13 15:25:02;;24.3;23.2;;;;;
330075;0;;2023-03-08 23:40:00;21.8;9.2;;;;;;;;;;;;2023-03-13 15:25:02;;23.3;21.8;;;;;
330075;0;;2023-03-09 00:00:00;20.8;8.9;;;;;;;;;;;;2023-03-13 15:25:02;;22.0;20.7;;;;;
330075;0;;2023-03-09 00:20:00;19.6;8.6;;;;;;;;;;;;2023-03-13 15:25:02;;20.8;19.5;;;;;
330075;0;;2023-03-09 00:40:00;19.1;8.6;;;;;;;;;;;;2023-03-13 15:25:02;;19.8;18.6;;;;;
330075;0;;2023-03-09 01:00:00;18.8;8.6;;;;;;;;;;;;2023-03-13 15:25:02;;19.0;18.3;;;;;
330075;0;;2023-03-09 01:20:00;17.9;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;18.9;17.9;;;;;
330075;0;;2023-03-09 01:40:00;18.1;8.4;;;;;;;;;;;;2023-03-13 15:25:02;;18.4;17.8;;;;;
330075;0;;2023-03-09 02:00:00;17.9;8.4;;;;;;;;;;;;2023-03-13 15:25:02;;18.3;17.8;;;;;
330075;0;;2023-03-09 02:20:00;17.0;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;17.9;17.0;;;;;
330075;0;;2023-03-09 02:40:00;17.1;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;17.3;16.9;;;;;
330075;0;;2023-03-09 03:00:00;16.6;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;17.3;16.6;;;;;
330075;0;;2023-03-09 03:20:00;16.5;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;16.9;16.5;;;;;
330075;0;;2023-03-09 03:40:00;16.5;8.3;;;;;;;;;;;;2023-03-13 15:25:02;;16.7;16.3;;;;;
330075;0;;2023-03-09 04:00:00;16.1;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;16.6;16.1;;;;;
330075;0;;2023-03-09 04:20:00;16.1;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;16.6;16.1;;;;;
330075;0;;2023-03-09 04:40:00;16.0;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;16.3;15.7;;;;;
330075;0;;2023-03-09 05:00:00;15.3;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;16.3;15.3;;;;;
330075;0;;2023-03-09 05:20:00;15.5;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;15.9;15.4;;;;;
330075;0;;2023-03-09 05:40:00;15.7;8.5;;;;;;;;;;;;2023-03-13 15:25:02;;15.8;15.4;;;;;
330075;0;;2023-03-09 06:00:00;14.9;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;15.7;14.9;;;;;
330075;0;;2023-03-09 06:20:00;14.4;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;15.1;14.4;;;;;
330075;0;;2023-03-09 06:40:00;14.6;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.7;14.4;;;;;
330075;0;;2023-03-09 07:00:00;14.5;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.8;14.4;;;;;
330075;0;;2023-03-09 07:20:00;14.4;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;14.6;14.3;;;;;
330075;0;;2023-03-09 07:40:00;14.5;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.7;14.2;;;;;
330075;0;;2023-03-09 08:00:00;13.6;7.6;;;;;;;;;;;;2023-03-13 15:25:02;;14.6;13.6;;;;;
330075;0;;2023-03-09 08:20:00;12.9;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;13.7;12.9;;;;;
330075;0;;2023-03-09 08:40:00;13.3;7.8;;;;;;;;;;;;2023-03-13 15:25:02;;13.5;12.9;;;;;
330075;0;;2023-03-09 09:00:00;14.0;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.3;;;;;
330075;0;;2023-03-09 09:20:00;13.7;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.5;;;;;
330075;0;;2023-03-09 09:40:00;13.9;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.1;13.7;;;;;
330075;0;;2023-03-09 10:00:00;14.1;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;14.1;13.8;;;;;
330075;0;;2023-03-09 10:20:00;13.9;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.1;13.7;;;;;
330075;0;;2023-03-09 10:40:00;13.9;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.7;;;;;
330075;0;;2023-03-09 11:00:00;13.9;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.3;13.7;;;;;
330075;0;;2023-03-09 11:20:00;14.1;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.3;13.8;;;;;
330075;0;;2023-03-09 11:40:00;15.2;8.5;;;;;;;;;;;;2023-03-13 15:25:02;;15.2;14.1;;;;;
330075;0;;2023-03-09 12:00:00;17.4;8.8;;;;;;;;;;;;2023-03-13 15:25:02;;17.4;15.2;;;;;
330075;0;;2023-03-09 12:20:00;19.6;9.4;;;;;;;;;;;;2023-03-13 15:25:02;;19.6;17.2;;;;;
330075;0;;2023-03-09 12:40:00;21.5;9.6;;;;;;;;;;;;2023-03-13 15:25:02;;21.6;19.5;;;;;
330075;0;;2023-03-09 13:00:00;22.3;9.6;;;;;;;;;;;;2023-03-13 15:25:02;;22.4;21.3;;;;;
330075;0;;2023-03-09 13:20:00;23.6;10.1;;;;;;;;;;;;2023-03-13 15:25:02;;23.7;22.2;;;;;
330075;0;;2023-03-09 13:40:00;24.2;10.0;;;;;;;;;;;;2023-03-13 15:25:02;;24.8;23.6;;;;;
330075;0;;2023-03-09 14:00:00;25.3;10.6;;;;;;;;;;;;2023-03-13 15:25:02;;25.3;24.3;;;;;
330075;0;;2023-03-09 14:20:00;26.0;10.4;;;;;;;;;;;;2023-03-13 15:25:02;;26.4;25.1;;;;;
330075;0;;2023-03-09 14:40:00;26.6;10.9;;;;;;;;;;;;2023-03-13 15:25:02;;26.8;26.0;;;;;
330075;0;;2023-03-09 15:00:00;27.1;11.1;;;;;;;;;;;;2023-03-13 15:25:02;;27.2;26.6;;;;;
330075;0;;2023-03-09 15:20:00;27.8;10.8;;;;;;;;;;;;2023-03-13 15:25:02;;28.0;27.0;;;;;
330075;0;;2023-03-09 15:40:00;28.6;10.8;;;;;;;;;;;;2023-03-13 15:25:02;;28.6;27.6;;;;;
330075;0;;2023-03-09 16:00:00;29.1;11.2;;;;;;;;;;;;2023-03-13 15:25:02;;29.5;28.2;;;;;
330075;0;;2023-03-09 16:20:00;29.5;11.4;;;;;;;;;;;;2023-03-13 15:25:02;;29.8;28.7;;;;;
330075;0;;2023-03-09 16:40:00;29.6;11.3;;;;;;;;;;;;2023-03-13 15:25:02;;30.1;29.2;;;;;
330075;0;;2023-03-09 17:00:00;30.1;11.6;;;;;;;;;;;;2023-03-13 15:25:02;;30.8;29.6;;;;;
330075;0;;2023-03-09 17:20:00;30.0;11.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.5;29.5;;;;;
330075;0;;2023-03-09 17:40:00;30.4;10.9;;;;;;;;;;;;2023-03-13 15:25:02;;30.8;29.9;;;;;
330075;0;;2023-03-09 18:00:00;31.2;11.2;;;;;;;;;;;;2023-03-13 15:25:02;;31.6;30.2;;;;;
330075;0;;2023-03-09 18:20:00;31.3;11.4;;;;;;;;;;;;2023-03-13 15:25:02;;31.4;30.8;;;;;
330075;0;;2023-03-09 18:40:00;31.3;11.3;;;;;;;;;;;;2023-03-13 15:25:02;;31.4;30.4;;;;;
330075;0;;2023-03-09 19:00:00;30.9;10.9;;;;;;;;;;;;2023-03-13 15:25:02;;31.5;30.7;;;;;
330075;0;;2023-03-09 19:20:00;29.7;10.6;;;;;;;;;;;;2023-03-13 15:25:02;;31.2;29.5;;;;;
330075;0;;2023-03-09 19:40:00;29.0;10.3;;;;;;;;;;;;2023-03-13 15:25:02;;30.0;28.7;;;;;
330075;0;;2023-03-09 20:00:00;29.0;9.9;;;;;;;;;;;;2023-03-13 15:25:02;;30.1;28.9;;;;;
330075;0;;2023-03-09 20:20:00;29.3;10.5;;;;;;;;;;;;2023-03-13 15:25:02;;30.1;29.1;;;;;
330075;0;;2023-03-09 20:40:00;28.6;10.3;;;;;;;;;;;;2023-03-13 15:25:02;;29.6;28.6;;;;;
330075;0;;2023-03-09 21:00:00;28.0;10.4;;;;;;;;;;;;2023-03-13 15:25:02;;28.9;28.0;;;;;
330075;0;;2023-03-09 21:20:00;27.2;10.3;;;;;;;;;;;;2023-03-13 15:25:02;;28.3;27.0;;;;;
330075;0;;2023-03-09 21:40:00;26.5;10.5;;;;;;;;;;;;2023-03-13 15:25:02;;27.2;26.3;;;;;
330075;0;;2023-03-09 22:00:00;25.5;10.4;;;;;;;;;;;;2023-03-13 15:25:02;;26.7;25.5;;;;;
330075;0;;2023-03-09 22:20:00;24.4;10.1;;;;;;;;;;;;2023-03-13 15:25:02;;25.6;24.4;;;;;
330075;0;;2023-03-09 22:40:00;23.4;9.8;;;;;;;;;;;;2023-03-13 15:25:02;;24.5;23.4;;;;;
330075;0;;2023-03-09 23:00:00;22.6;9.7;;;;;;;;;;;;2023-03-13 15:25:02;;23.7;22.6;;;;;
330075;0;;2023-03-09 23:20:00;21.8;9.4;;;;;;;;;;;;2023-03-13 15:25:02;;22.7;21.8;;;;;
330075;0;;2023-03-09 23:40:00;20.4;9.1;;;;;;;;;;;;2023-03-13 15:25:02;;21.9;20.1;;;;;
330075;0;;2023-03-10 00:00:00;19.8;8.7;;;;;;;;;;;;2023-03-13 15:25:02;;20.7;19.8;;;;;
330075;0;;2023-03-10 00:20:00;19.3;8.7;;;;;;;;;;;;2023-03-13 15:25:02;;19.9;19.1;;;;;
330075;0;;2023-03-10 00:40:00;18.9;8.6;;;;;;;;;;;;2023-03-13 15:25:02;;19.5;18.8;;;;;
330075;0;;2023-03-10 01:00:00;18.1;8.5;;;;;;;;;;;;2023-03-13 15:25:02;;19.0;18.0;;;;;
330075;0;;2023-03-10 01:20:00;17.0;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;18.2;17.0;;;;;
330075;0;;2023-03-10 01:40:00;17.2;8.4;;;;;;;;;;;;2023-03-13 15:25:02;;17.5;16.8;;;;;
330075;0;;2023-03-10 02:00:00;16.8;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;17.1;16.5;;;;;
330075;0;;2023-03-10 02:20:00;16.8;8.3;;;;;;;;;;;;2023-03-13 15:25:02;;17.0;16.6;;;;;
330075;0;;2023-03-10 02:40:00;16.6;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;17.2;16.4;;;;;
330075;0;;2023-03-10 03:00:00;16.1;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;16.7;16.1;;;;;
330075;0;;2023-03-10 03:20:00;16.2;8.4;;;;;;;;;;;;2023-03-13 15:25:02;;16.4;16.0;;;;;
330075;0;;2023-03-10 03:40:00;15.9;8.3;;;;;;;;;;;;2023-03-13 15:25:02;;16.3;15.8;;;;;
330075;0;;2023-03-10 04:00:00;15.8;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;16.1;15.8;;;;;
330075;0;;2023-03-10 04:20:00;15.5;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;16.1;15.5;;;;;
330075;0;;2023-03-10 04:40:00;15.2;8.1;;;;;;;;;;;;2023-03-13 15:25:02;;15.7;15.1;;;;;
330075;0;;2023-03-10 05:00:00;15.2;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;15.5;15.0;;;;;
330075;0;;2023-03-10 05:20:00;15.3;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;15.4;15.0;;;;;
330075;0;;2023-03-10 05:40:00;15.2;8.2;;;;;;;;;;;;2023-03-13 15:25:02;;15.3;14.9;;;;;
330075;0;;2023-03-10 06:00:00;14.8;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;15.2;14.6;;;;;
330075;0;;2023-03-10 06:20:00;14.8;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.8;14.4;;;;;
330075;0;;2023-03-10 06:40:00;14.6;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;15.2;14.4;;;;;
330075;0;;2023-03-10 07:00:00;14.5;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;15.0;14.4;;;;;
330075;0;;2023-03-10 07:20:00;14.5;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.8;14.3;;;;;
330075;0;;2023-03-10 07:40:00;14.4;7.6;;;;;;;;;;;;2023-03-13 15:25:02;;14.6;14.3;;;;;
330075;0;;2023-03-10 08:00:00;13.8;7.3;;;;;;;;;;;;2023-03-13 15:25:02;;14.7;13.7;;;;;
330075;0;;2023-03-10 08:20:00;14.0;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;14.3;13.7;;;;;
330075;0;;2023-03-10 08:40:00;13.6;7.3;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.6;;;;;
330075;0;;2023-03-10 09:00:00;13.9;7.4;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.6;;;;;
330075;0;;2023-03-10 09:20:00;13.6;7.2;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.6;;;;;
330075;0;;2023-03-10 09:40:00;13.9;7.4;;;;;;;;;;;;2023-03-13 15:25:02;;13.9;13.2;;;;;
330075;0;;2023-03-10 10:00:00;13.6;7.4;;;;;;;;;;;;2023-03-13 15:25:02;;14.3;13.4;;;;;
330075;0;;2023-03-10 10:20:00;14.2;7.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.4;13.4;;;;;
330075;0;;2023-03-10 10:40:00;13.8;6.8;;;;;;;;;;;;2023-03-13 15:25:02;;14.3;13.8;;;;;
330075;0;;2023-03-10 11:00:00;14.1;7.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.2;13.8;;;;;
330075;0;;2023-03-10 11:20:00;14.1;7.0;;;;;;;;;;;;2023-03-13 15:25:02;;14.3;13.9;;;;;
330075;0;;2023-03-10 11:40:00;14.8;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;14.8;14.1;;;;;
330075;0;;2023-03-10 12:00:00;16.6;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;16.8;14.6;;;;;
330075;0;;2023-03-10 12:20:00;19.4;9.0;;;;;;;;;;;;2023-03-13 15:25:02;;19.4;16.6;;;;;
330075;0;;2023-03-10 12:40:00;20.7;9.1;;;;;;;;;;;;2023-03-13 15:25:02;;20.7;19.2;;;;;
330075;0;;2023-03-10 13:00:00;22.0;9.3;;;;;;;;;;;;2023-03-13 15:25:02;;22.2;20.7;;;;;
330075;0;;2023-03-10 13:20:00;23.0;9.5;;;;;;;;;;;;2023-03-13 15:25:02;;23.2;22.0;;;;;
330075;0;;2023-03-10 13:40:00;24.1;9.5;;;;;;;;;;;;2023-03-13 15:25:02;;24.4;22.9;;;;;
330075;0;;2023-03-10 14:00:00;24.4;9.7;;;;;;;;;;;;2023-03-13 15:25:02;;25.1;24.0;;;;;
330075;0;;2023-03-10 14:20:00;25.4;10.4;;;;;;;;;;;;2023-03-13 15:25:02;;26.0;24.4;;;;;
330075;0;;2023-03-10 14:40:00;26.4;10.7;;;;;;;;;;;;2023-03-13 15:25:02;;26.5;25.0;;;;;
330075;0;;2023-03-10 15:00:00;26.4;10.0;;;;;;;;;;;;2023-03-13 15:25:02;;27.2;25.9;;;;;
330075;0;;2023-03-10 15:20:00;27.9;10.6;;;;;;;;;;;;2023-03-13 15:25:02;;28.0;26.3;;;;;
330075;0;;2023-03-10 15:40:00;28.2;10.6;;;;;;;;;;;;2023-03-13 15:25:02;;28.3;27.0;;;;;
330075;0;;2023-03-10 16:00:00;29.1;10.8;;;;;;;;;;;;2023-03-13 15:25:02;;29.1;28.1;;;;;
330075;0;;2023-03-10 16:20:00;29.3;11.7;;;;;;;;;;;;2023-03-13 15:25:02;;29.3;28.3;;;;;
330075;0;;2023-03-10 16:40:00;29.3;11.7;;;;;;;;;;;;2023-03-13 15:25:02;;29.8;28.8;;;;;
330075;0;;2023-03-10 17:00:00;29.0;12.2;;;;;;;;;;;;2023-03-13 15:25:02;;29.6;28.7;;;;;
330075;0;;2023-03-10 17:20:00;30.1;12.6;;;;;;;;;;;;2023-03-13 15:25:02;;30.2;29.0;;;;;
330075;0;;2023-03-10 17:40:00;30.1;12.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.6;29.4;;;;;
330075;0;;2023-03-10 18:00:00;30.4;12.1;;;;;;;;;;;;2023-03-13 15:25:02;;31.1;30.1;;;;;
330075;0;;2023-03-10 18:20:00;30.3;11.7;;;;;;;;;;;;2023-03-13 15:25:02;;31.1;30.2;;;;;
330075;0;;2023-03-10 18:40:00;30.8;11.8;;;;;;;;;;;;2023-03-13 15:25:02;;31.1;30.3;;;;;
330075;0;;2023-03-10 19:00:00;31.0;11.5;;;;;;;;;;;;2023-03-13 15:25:02;;31.4;30.0;;;;;
330075;0;;2023-03-10 19:20:00;30.8;11.5;;;;;;;;;;;;2023-03-13 15:25:02;;31.2;30.1;;;;;
330075;0;;2023-03-10 19:40:00;30.8;11.8;;;;;;;;;;;;2023-03-13 15:25:02;;31.1;30.5;;;;;
330075;0;;2023-03-10 20:00:00;30.4;10.9;;;;;;;;;;;;2023-03-13 15:25:02;;31.3;30.0;;;;;
330075;0;;2023-03-10 20:20:00;29.7;10.1;;;;;;;;;;;;2023-03-13 15:25:02;;30.6;29.7;;;;;
330075;0;;2023-03-10 20:40:00;29.1;9.9;;;;;;;;;;;;2023-03-13 15:25:02;;29.8;29.0;;;;;
330075;0;;2023-03-10 21:00:00;28.6;9.9;;;;;;;;;;;;2023-03-13 15:25:02;;29.3;28.3;;;;;
330075;0;;2023-03-10 21:20:00;28.2;9.8;;;;;;;;;;;;2023-03-13 15:25:02;;28.5;27.9;;;;;
330075;0;;2023-03-10 21:40:00;27.2;9.3;;;;;;;;;;;;2023-03-13 15:25:02;;28.3;27.2;;;;;
330075;0;;2023-03-10 22:00:00;26.4;9.5;;;;;;;;;;;;2023-03-13 15:25:02;;27.5;26.4;;;;;
330075;0;;2023-03-10 22:20:00;25.5;9.3;;;;;;;;;;;;2023-03-13 15:25:02;;26.6;25.5;;;;;
330075;0;;2023-03-10 22:40:00;24.4;9.2;;;;;;;;;;;;2023-03-13 15:25:02;;25.6;24.4;;;;;
330075;0;;2023-03-10 23:00:00;23.4;9.7;;;;;;;;;;;;2023-03-13 15:25:02;;24.6;23.4;;;;;
330075;0;;2023-03-10 23:20:00;21.6;8.9;;;;;;;;;;;;2023-03-13 15:25:02;;23.6;21.6;;;;;
330075;0;;2023-03-10 23:40:00;20.1;8.3;;;;;;;;;;;;2023-03-13 15:25:02;;21.7;20.1;;;;;
330075;0;;2023-03-11 00:00:00;19.5;8.5;;;;;;;;;;;;2023-03-13 15:25:02;;20.3;19.3;;;;;
330075;0;;2023-03-11 01:20:00;18.0;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;18.8;18.0;;;;;
330075;0;;2023-03-11 01:40:00;17.0;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;18.1;16.8;;;;;
330075;0;;2023-03-11 02:00:00;16.5;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;16.9;16.4;;;;;
330075;0;;2023-03-11 02:20:00;16.3;7.8;;;;;;;;;;;;2023-03-13 15:25:02;;16.8;16.2;;;;;
330075;0;;2023-03-11 02:40:00;17.1;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;17.6;16.1;;;;;
330075;0;;2023-03-11 03:00:00;17.2;8.0;;;;;;;;;;;;2023-03-13 15:25:02;;17.4;16.8;;;;;
330075;0;;2023-03-11 03:20:00;15.7;7.6;;;;;;;;;;;;2023-03-13 15:25:02;;17.1;15.6;;;;;
330075;0;;2023-03-11 03:40:00;14.9;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;15.8;14.8;;;;;
330075;0;;2023-03-11 04:00:00;15.4;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;15.5;14.8;;;;;
330075;0;;2023-03-11 04:20:00;15.4;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;15.8;15.3;;;;;
330075;0;;2023-03-11 04:40:00;15.4;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;15.8;15.4;;;;;
330075;0;;2023-03-11 05:00:00;15.6;7.9;;;;;;;;;;;;2023-03-13 15:25:02;;15.8;15.4;;;;;
330075;0;;2023-03-11 05:20:00;15.2;7.7;;;;;;;;;;;;2023-03-13 15:25:02;;15.8;15.1;;;;;
330075;0;;2023-03-11 05:40:00;14.7;7.6;;;;;;;;;;;;2023-03-13 15:25:02;;15.4;14.7;;;;;
330075;0;;2023-03-11 06:00:00;14.5;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;15.0;14.4;;;;;
330075;0;;2023-03-11 06:20:00;14.5;7.6;;;;;;;;;;;;2023-03-13 15:25:02;;14.9;14.4;;;;;
330075;0;;2023-03-11 06:40:00;14.8;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;15.1;14.3;;;;;
330075;0;;2023-03-11 07:00:00;14.7;7.5;;;;;;;;;;;;2023-03-13 15:25:02;;15.1;14.6;;;;;
330075;0;;2023-03-11 07:20:00;14.2;7.2;;;;;;;;;;;;2023-03-13 15:25:02;;14.9;14.2;;;;;
330075;0;;2023-03-11 07:40:00;14.0;7.2;;;;;;;;;;;;2023-03-13 15:25:02;;14.5;13.9;;;;;
330075;0;;2023-03-11 08:00:00;13.6;7.3;;;;;;;;;;;;2023-03-13 15:25:02;;14.0;13.1;;;;;
330075;0;;2023-03-11 08:20:00;13.7;7.2;;;;;;;;;;;;2023-03-13 15:25:02;;13.8;13.4;;;;;
330075;0;;2023-03-11 08:40:00;13.7;7.2;;;;;;;;;;;;2023-03-13 15:25:02;;14.0;13.5;;;;;
330075;0;;2023-03-11 09:00:00;13.4;7.0;;;;;;;;;;;;2023-03-13 15:25:02;;13.9;13.3;;;;;
330075;0;;2023-03-11 09:20:00;13.2;7.0;;;;;;;;;;;;2023-03-13 15:25:02;;13.8;13.0;;;;;
330075;0;;2023-03-11 09:40:00;13.4;6.9;;;;;;;;;;;;2023-03-13 15:25:02;;14.0;13.2;;;;;
330075;0;;2023-03-11 10:00:00;13.5;6.9;;;;;;;;;;;;2023-03-13 15:25:02;;13.7;13.3;;;;;
330075;0;;2023-03-11 10:20:00;13.3;6.9;;;;;;;;;;;;2023-03-13 15:25:02;;13.7;13.2;;;;;
330075;0;;2023-03-11 10:40:00;13.3;6.8;;;;;;;;;;;;2023-03-13 15:25:02;;13.6;13.1;;;;;
330075;0;;2023-03-11 11:00:00;13.2;6.8;;;;;;;;;;;;2023-03-13 15:25:02;;13.6;13.0;;;;;
330075;0;;2023-03-11 11:20:00;13.2;6.9;;;;;;;;;;;;2023-03-13 15:25:02;;13.4;12.9;;;;;
330075;0;;2023-03-11 11:40:00;13.7;6.7;;;;;;;;;;;;2023-03-13 15:25:02;;13.9;13.0;;;;;
330075;0;;2023-03-11 12:00:00;15.5;7.2;;;;;;;;;;;;2023-03-13 15:25:02;;15.7;13.7;;;;;
330075;0;;2023-03-11 12:20:00;18.8;7.3;;;;;;;;;;;;2023-03-13 15:25:02;;18.9;15.6;;;;;
330075;0;;2023-03-11 12:40:00;20.5;9.0;;;;;;;;;;;;2023-03-13 15:25:02;;20.8;19.0;;;;;
330075;0;;2023-03-11 13:00:00;21.4;9.5;;;;;;;;;;;;2023-03-13 15:25:02;;21.5;20.5;;;;;
330075;0;;2023-03-11 13:20:00;21.5;9.7;;;;;;;;;;;;2023-03-13 15:25:02;;21.6;21.1;;;;;
330075;0;;2023-03-11 13:40:00;22.3;10.2;;;;;;;;;;;;2023-03-13 15:25:02;;23.0;21.6;;;;;
330075;0;;2023-03-11 14:00:00;24.1;10.2;;;;;;;;;;;;2023-03-13 15:25:02;;24.1;22.1;;;;;
330075;0;;2023-03-11 14:20:00;23.9;10.0;;;;;;;;;;;;2023-03-13 15:25:02;;24.2;23.3;;;;;
330075;0;;2023-03-11 14:40:00;25.1;10.7;;;;;;;;;;;;2023-03-13 15:25:02;;25.1;23.9;;;;;
330075;0;;2023-03-11 15:00:00;26.6;11.2;;;;;;;;;;;;2023-03-13 15:25:02;;26.6;24.9;;;;;
330075;0;;2023-03-11 15:20:00;26.6;10.9;;;;;;;;;;;;2023-03-13 15:25:02;;26.9;26.2;;;;;
330075;0;;2023-03-11 15:40:00;27.8;11.5;;;;;;;;;;;;2023-03-13 15:25:02;;28.0;26.5;;;;;
330075;0;;2023-03-11 16:00:00;27.8;11.8;;;;;;;;;;;;2023-03-13 15:25:02;;28.0;27.1;;;;;
